JUSTICE,PHRASE,AT_WINNER_COUNT,AT_LOSER_COUNT,AT_WINNER_PERCENT,AT_LOSER_PERCENT,SGD_LOG_SCORE,NB_LOG_SCORE,RF_IMP_SCORE
KENNEDY,this is not,11,7,0.6111111111111112,0.38888888888888884,,-6.731234357882967,
KENNEDY,the end of,15,4,0.7894736842105263,0.21052631578947367,0.4046598835488613,-6.73964632159465,
KENNEDY,that there are,12,4,0.75,0.25,0.507162489079151,-6.7402752087609565,
KENNEDY,the chief justice,0,0,,,-0.2997611513033183,-6.745006245268778,0.0023870341010671574
KENNEDY,at that point,5,1,0.8333333333333334,0.16666666666666663,0.7825626870107807,-6.747643545892043,
KENNEDY,me that the,28,17,0.6222222222222222,0.37777777777777777,,-6.751597272856371,
KENNEDY,in the case,15,8,0.6521739130434783,0.34782608695652173,,-6.751746306491513,0.0045069839135828335
KENNEDY,going to say,11,3,0.7857142857142857,0.2142857142857143,0.63887479951555,-6.759366112551884,
KENNEDY,to the jury,10,3,0.7692307692307693,0.23076923076923073,0.5910074575770586,-6.763734814644321,
KENNEDY,under the statute,9,2,0.8181818181818182,0.18181818181818177,0.442900751017539,-6.766137045423431,
KENNEDY,your position that,9,6,0.6,0.4,,-6.770652729386102,
KENNEDY,there is no,16,8,0.6666666666666666,0.33333333333333337,,-6.77129273129806,
KENNEDY,were talking about,9,5,0.6428571428571429,0.3571428571428571,,-6.773025051217214,
KENNEDY,do we have,7,2,0.7777777777777778,0.2222222222222222,0.6826672512300438,-6.773690242461636,
KENNEDY,is it your,8,2,0.8,0.19999999999999996,,-6.774666006466196,
KENNEDY,lets assume that,7,6,0.5384615384615384,0.46153846153846156,,-6.778455069830829,
KENNEDY,let me ask,9,9,0.5,0.5,,-6.793830866394754,
KENNEDY,out of the,12,4,0.75,0.25,,-6.797894346337289,
KENNEDY,are there any,3,3,0.5,0.5,0.3102543434722509,-6.798490723757781,
KENNEDY,that the government,11,6,0.6470588235294118,0.3529411764705882,,-6.798566626970338,0.0013145164551617169
KENNEDY,that that is,11,1,0.9166666666666666,0.08333333333333337,0.53143169661764,-6.7988121391315275,
KENNEDY,and it seems,6,5,0.5454545454545454,0.4545454545454546,,-6.804526419652346,
KENNEDY,for the government,6,1,0.8571428571428571,0.1428571428571429,0.850365560028708,-6.807839761552554,
KENNEDY,your position is,8,1,0.8888888888888888,0.11111111111111116,0.48241019743636565,-6.812820113497001,
KENNEDY,my question is,7,4,0.6363636363636364,0.36363636363636365,,-6.822302913047231,
KENNEDY,not quite sure,11,1,0.9166666666666666,0.08333333333333337,0.6423956430441855,-6.824544517288996,
KENNEDY,or is it,4,2,0.6666666666666666,0.33333333333333337,,-6.827981167787766,
KENNEDY,what about the,6,4,0.6,0.4,-0.7575201701450289,-6.828308173401076,0.004943154913405498
KENNEDY,if we were,5,1,0.8333333333333334,0.16666666666666663,0.6860351259133486,-6.841252770450812,
KENNEDY,im not quite,0,0,,,0.6300651544640468,-6.846396024587792,
KENNEDY,there has to,10,3,0.7692307692307693,0.23076923076923073,0.35832888106476934,-6.848535102404564,
SOTOMAYOR,how do you,19,10,0.6551724137931034,0.3448275862068966,0.7412121637350385,-5.9387368234326114,0.0024795850676374532
SOTOMAYOR,with respect to,33,21,0.6111111111111112,0.38888888888888884,,-5.9401286613083375,0.0025955354226536776
SOTOMAYOR,im not sure,0,0,,,0.4104099503363322,-5.983020486911883,0.00144142665451225
SOTOMAYOR,has to be,32,19,0.6274509803921569,0.37254901960784315,0.7869364093401394,-5.989227314524587,0.004421334937187359
SOTOMAYOR,the district court,18,9,0.6666666666666666,0.33333333333333337,0.4935176050426252,-6.021603221008627,0.0012708111293920758
SOTOMAYOR,go back to,29,23,0.5576923076923077,0.4423076923076923,,-6.045926916791662,0.008193501326474294
SOTOMAYOR,you have to,26,23,0.5306122448979592,0.4693877551020408,,-6.131687878928402,0.0029778242601515665
SOTOMAYOR,not going to,17,17,0.5,0.5,0.3985020396888602,-6.229635123460903,0.0012436277393811012
SOTOMAYOR,you tell me,21,21,0.5,0.5,,-6.256671633320797,
SOTOMAYOR,in this case,18,11,0.6206896551724138,0.3793103448275862,,-6.261287115153639,0.001198287885992171
SOTOMAYOR,one of the,26,19,0.5777777777777777,0.4222222222222223,0.4936823115174497,-6.2651204410985,
SOTOMAYOR,back to justice,0,0,,,1.1560029397378546,-6.268130477830382,0.0030701316232375703
SOTOMAYOR,part of the,16,13,0.5517241379310345,0.4482758620689655,0.3150065633350546,-6.279972963095514,0.00146157780415615
SOTOMAYOR,there is no,20,8,0.7142857142857143,0.2857142857142857,0.42948005763758307,-6.316816792373859,
SOTOMAYOR,all right so,0,0,,,,-6.322525869933256,0.0018995625173488973
SOTOMAYOR,the fact that,14,14,0.5,0.5,,-6.352125754817775,
SOTOMAYOR,going back to,11,6,0.6470588235294118,0.3529411764705882,0.4714810279542707,-6.364684307237269,
SOTOMAYOR,go to the,11,8,0.5789473684210527,0.42105263157894735,,-6.373097489112274,
SOTOMAYOR,how do we,17,11,0.6071428571428571,0.3928571428571429,,-6.401448443843433,0.0021526960906412735
SOTOMAYOR,in the record,9,2,0.8181818181818182,0.18181818181818177,1.1240929274271036,-6.403233158482447,
SOTOMAYOR,it has to,11,11,0.5,0.5,,-6.403334380545159,
SOTOMAYOR,what do you,7,5,0.5833333333333334,0.41666666666666663,0.8548924383205148,-6.4152078045789835,0.0014240015513987533
SOTOMAYOR,they have to,18,13,0.5806451612903226,0.4193548387096774,,-6.426564095153638,
SOTOMAYOR,is there any,3,3,0.5,0.5,0.6852844005754625,-6.428705242785051,
SOTOMAYOR,do you think,9,7,0.5625,0.4375,-0.666947889680624,-6.451895473313691,0.0027899844669395067
SOTOMAYOR,is going to,20,18,0.5263157894736842,0.4736842105263158,,-6.454563474682763,
SOTOMAYOR,that there is,14,10,0.5833333333333334,0.41666666666666663,,-6.454922162457729,
SOTOMAYOR,whether or not,16,10,0.6153846153846154,0.3846153846153846,,-6.471974587548478,0.003307965388328947
SOTOMAYOR,im not quite,0,0,,,0.5738603754275541,-6.479861680309737,0.0024068204403005443
SOTOMAYOR,the united states,0,0,,,,-6.48942056440959,0.001656427008584089
SOTOMAYOR,all of the,22,27,0.4489795918367347,0.5510204081632653,,-6.492379602995507,
SOTOMAYOR,going to be,20,21,0.4878048780487805,0.5121951219512195,-0.3659703787870265,-6.4931028165016915,0.0014653387787559944
SOTOMAYOR,to do with,15,14,0.5172413793103449,0.48275862068965514,,-6.493519029750105,0.002441863433939
SOTOMAYOR,the second circuit,0,0,,,0.902439794847264,-6.502969163971853,
SOTOMAYOR,is that the,15,11,0.5769230769230769,0.42307692307692313,0.34807045028696365,-6.504377951158183,0.001426643279879046
SOTOMAYOR,not quite sure,11,3,0.7857142857142857,0.2142857142857143,0.5092239541477687,-6.508408461538261,0.0015967996353990948
SOTOMAYOR,what is the,7,6,0.5384615384615384,0.46153846153846156,,-6.523136963071844,
SOTOMAYOR,that kind of,9,1,0.9,0.09999999999999998,1.2214000281490547,-6.523876568313984,
SOTOMAYOR,what youre saying,12,14,0.46153846153846156,0.5384615384615384,,-6.526886975371933,
SOTOMAYOR,as opposed to,12,13,0.48,0.52,,-6.53284026056143,
SOTOMAYOR,that there was,12,11,0.5217391304347826,0.4782608695652174,,-6.5361435810712845,
SOTOMAYOR,back to the,12,11,0.5217391304347826,0.4782608695652174,-0.5117559288860611,-6.544591829718596,0.0026744042778696626
SOTOMAYOR,that it was,11,9,0.55,0.44999999999999996,,-6.55831222042883,
SOTOMAYOR,it cant be,11,4,0.7333333333333333,0.2666666666666667,0.8964949354754124,-6.561674939926217,
SOTOMAYOR,we have to,13,10,0.5652173913043478,0.4347826086956522,,-6.573338108297973,0.0015714206924331165
SOTOMAYOR,could you tell,2,3,0.4,0.6,,-6.5825257625566955,
SOTOMAYOR,what would be,2,3,0.4,0.6,,-6.596203465051634,
SOTOMAYOR,part of your,10,3,0.7692307692307693,0.23076923076923073,0.5652269189111596,-6.596708946984253,
SOTOMAYOR,that this is,11,8,0.5789473684210527,0.42105263157894735,,-6.597350030997877,
SOTOMAYOR,so its not,2,0,1.0,0.0,0.5858014118782622,-6.630740148769108,
SOTOMAYOR,were going to,14,11,0.56,0.43999999999999995,,-6.631170408882771,0.003656205665754612
SOTOMAYOR,what you are,12,9,0.5714285714285714,0.4285714285714286,,-6.640223899421649,
SOTOMAYOR,you want to,10,10,0.5,0.5,,-6.641019961531936,
SOTOMAYOR,you dont think,3,2,0.6,0.4,0.37046961521770916,-6.641158827096411,
SOTOMAYOR,there is an,6,3,0.6666666666666666,0.33333333333333337,0.4554294166153464,-6.644955579984732,
SOTOMAYOR,under your theory,8,3,0.7272727272727273,0.2727272727272727,0.5793799084785525,-6.648095600617291,
SOTOMAYOR,have to do,11,8,0.5789473684210527,0.42105263157894735,,-6.64858259055088,
SOTOMAYOR,can you tell,1,0,1.0,0.0,0.779130683854275,-6.650112489258047,
SOTOMAYOR,do you have,4,5,0.4444444444444444,0.5555555555555556,-0.5655643534816713,-6.6532953693635335,0.0067646388649346715
SOTOMAYOR,why isnt the,7,3,0.7,0.30000000000000004,0.6243679406262196,-6.654185519512584,
SOTOMAYOR,lets assume that,4,1,0.8,0.19999999999999996,0.44208200077306464,-6.656441165436286,
SOTOMAYOR,in your brief,12,11,0.5217391304347826,0.4782608695652174,,-6.660646644770046,
SOTOMAYOR,in that situation,6,1,0.8571428571428571,0.1428571428571429,0.881601174993672,-6.66387671678108,
SOTOMAYOR,dont know that,6,10,0.375,0.625,,-6.664461542792775,
SOTOMAYOR,we were to,10,5,0.6666666666666666,0.33333333333333337,,-6.6685963053462185,
SOTOMAYOR,the court below,7,9,0.4375,0.5625,,-6.669997510063195,0.0014794050451054663
SOTOMAYOR,tell me why,9,2,0.8181818181818182,0.18181818181818177,0.541476027811681,-6.670487475085296,
SOTOMAYOR,dont want to,9,9,0.5,0.5,,-6.677193212434118,
SOTOMAYOR,there was no,9,8,0.5294117647058824,0.47058823529411764,,-6.683728464113963,
SOTOMAYOR,the difference between,9,2,0.8181818181818182,0.18181818181818177,,-6.686861211006826,
SOTOMAYOR,if we were,4,2,0.6666666666666666,0.33333333333333337,0.5939300540522321,-6.688587687753438,
